id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use,Feet,Inches,Weight,Exercise per Week,Exercise Time,Read Label,Taste,Price,Nutrition,Presentation,Appearance,Health,Parents Overweight,Final,Attend,Year,Semester,Class,Platform
81777,Diablo Valley College,Female,Asian,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Somewhat difficult,5.0,1.0,120.0,I don't regularly exercise,40 - 50 minutes,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.7358364620000001,0.875,2016.0,Spring,101.0,Aplia
26235,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,10.0,185.0,5 to 7 days a week,Over an hour,Always,3.0,2.0,1.0,4.0,Yes,Yes,No,0.862954545,0.96,2016.0,Spring,102.0,Aplia
92187,Diablo Valley College,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,6.0,140.0,2 to 4 days a week,Over an hour,Often,3.0,2.0,1.0,4.0,Yes,Yes,No,0.9,0.92,2016.0,Spring,102.0,Aplia
77737,Diablo Valley College,Male,White,Local Student,Part time,Not too helpful,Very effective,Not helping at all,No problem at all,5.0,10.0,185.0,2 to 4 days a week,40 - 50 minutes,Always,4.0,1.0,3.0,2.0,Yes,Yes,Yes,0.7083867690000001,0.958333333,2016.0,Spring,101.0,Aplia
12922,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,8.0,158.0,2 to 4 days a week,Over an hour,Sometime,4.0,2.0,3.0,1.0,Yes,Yes,No,0.715454545,0.9736842109999999,2016.0,Spring,102.0,LaunchPad
54285,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,9.0,140.0,2 to 4 days a week,30 - 40 minutes,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.8186363640000001,0.921052632,2016.0,Spring,102.0,LaunchPad
21373,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,5.0,120.0,I don't regularly exercise,Over an hour,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.9435162309999999,0.833333333,2016.0,Spring,101.0,Aplia
44141,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,7.0,135.0,2 to 4 days a week,30 - 40 minutes,Not too often,2.0,4.0,3.0,1.0,Yes,Yes,No,0.9584090909999999,0.9736842109999999,2016.0,Spring,102.0,LaunchPad
40025,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,7.0,115.0,I don't regularly exercise,10 - 20 minutes,Sometime,4.0,2.0,1.0,3.0,No,Yes,Not sure,0.817954545,0.96,2016.0,Spring,102.0,Aplia
06941,Diablo Valley College,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all,5.0,9.0,139.0,I don't regularly exercise,10 - 20 minutes,Not too often,3.0,4.0,1.0,2.0,Yes,No,Yes,0.94,0.56,2016.0,Spring,102.0,Aplia
06941,Diablo Valley College,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all,5.0,9.0,139.0,I don't regularly exercise,10 - 20 minutes,Not too often,3.0,4.0,1.0,2.0,Yes,No,Yes,0.936552462,0.625,2016.0,Spring,101.0,Aplia
39763,Diablo Valley College,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,10.0,175.0,5 to 7 days a week,Over an hour,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.573409091,0.64,2016.0,Spring,102.0,Aplia
37034,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,6.0,0.0,165.0,Once a week,40 - 50 minutes,Not too often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.847045455,0.947368421,2016.0,Spring,102.0,LaunchPad
18684,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,9.0,170.0,5 to 7 days a week,Over an hour,Never,1.0,2.0,3.0,4.0,Yes,Yes,No,0.748881692,0.96875,2016.0,Spring,101.0,Sapling
14238,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,4.0,11.0,130.0,I don't regularly exercise,10 - 20 minutes,Often,2.0,3.0,1.0,4.0,Yes,Yes,Not sure,0.576590909,0.9736842109999999,2016.0,Spring,102.0,LaunchPad
96220,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,7.0,134.0,2 to 4 days a week,20 - 30 minutes,Often,2.0,4.0,3.0,1.0,Yes,Yes,No,0.7136363640000001,0.8684210529999999,2016.0,Spring,102.0,LaunchPad
80524,Diablo Valley College,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,8.0,140.0,Once a week,40 - 50 minutes,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,Yes,0.8547727270000001,1.0,2016.0,Spring,102.0,Aplia
31002,Diablo Valley College,Female,Hispanic,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,6.0,180.0,Once a week,20 - 30 minutes,Sometime,3.0,1.0,2.0,4.0,Yes,Yes,No,0.512272727,0.76,2016.0,Spring,102.0,Aplia
67062,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,8.0,170.0,Once a week,10 - 20 minutes,Never,2.0,4.0,3.0,1.0,Yes,Yes,No,0.7875909090000001,1.0,2016.0,Spring,102.0,LaunchPad
48124,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,3.0,93.0,2 to 4 days a week,30 - 40 minutes,Not too often,4.0,3.0,1.0,2.0,Yes,Yes,No,0.9056818179999999,0.92,2016.0,Spring,102.0,Aplia
84246,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,9.0,170.0,5 to 7 days a week,Over an hour,Often,3.0,2.0,1.0,4.0,Yes,Yes,Yes,0.596590909,0.8,2016.0,Spring,102.0,Aplia
65595,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,6.0,0.0,150.0,2 to 4 days a week,40 - 50 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.8075320770000001,0.75,2016.0,Spring,101.0,Sapling
75678,Diablo Valley College,Male,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,7.0,134.0,Once a week,20 - 30 minutes,Sometime,1.0,3.0,2.0,4.0,No,Yes,No,0.522272727,0.92,2016.0,Spring,102.0,Aplia
05732,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,5.0,120.0,2 to 4 days a week,20 - 30 minutes,Sometime,4.0,3.0,1.0,2.0,Yes,Yes,No,0.804772727,0.72,2016.0,Spring,102.0,Aplia
22840,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,4.0,200.0,I don't regularly exercise,Over an hour,Not too often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.7052022309999999,0.875,2016.0,Spring,101.0,Sapling
80001,Diablo Valley College,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,8.0,147.0,2 to 4 days a week,Over an hour,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.966818182,1.0,2016.0,Spring,102.0,Aplia
00459,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all,6.0,0.0,190.0,2 to 4 days a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.8597727270000001,1.0,2016.0,Spring,102.0,LaunchPad
27301,San Francisco State University,Male,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,6.0,148.0,2 to 4 days a week,20 - 30 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.647454545,0.921052632,2016.0,Spring,102.0,LaunchPad
60163,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,6.0,0.0,120.0,Once a week,20 - 30 minutes,Sometime,3.0,1.0,2.0,4.0,Yes,Yes,No,0.696818182,0.894736842,2016.0,Spring,102.0,LaunchPad
12899,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,6.0,170.0,Once a week,40 - 50 minutes,Not too often,2.0,1.0,4.0,3.0,Yes,No,No,0.691363636,0.763157895,2016.0,Spring,102.0,LaunchPad
78474,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,9.0,154.0,I don't regularly exercise,40 - 50 minutes,Not too often,2.0,3.0,1.0,4.0,Yes,Yes,No,0.9397741540000001,0.833333333,2016.0,Spring,101.0,Aplia
78299,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,0.0,109.0,2 to 4 days a week,30 - 40 minutes,Sometime,4.0,2.0,3.0,1.0,Yes,Yes,No,0.7539090909999999,1.0,2016.0,Spring,102.0,LaunchPad
61082,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,No problem at all,5.0,5.0,120.0,I don't regularly exercise,20 - 30 minutes,Often,3.0,2.0,1.0,4.0,Yes,Yes,No,0.777045455,0.947368421,2016.0,Spring,102.0,LaunchPad
88527,Diablo Valley College,Female,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all,5.0,9.0,198.0,5 to 7 days a week,Over an hour,Often,2.0,3.0,1.0,4.0,Yes,Yes,No,0.893181818,1.0,2016.0,Spring,102.0,Aplia
06702,San Francisco State University,Male,White,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult,6.0,0.0,166.0,5 to 7 days a week,Over an hour,Always,2.0,4.0,1.0,3.0,Yes,Yes,Not sure,0.743409091,0.894736842,2016.0,Spring,102.0,LaunchPad
27772,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,3.0,109.0,5 to 7 days a week,40 - 50 minutes,Sometime,4.0,3.0,1.0,2.0,Yes,Yes,No,0.68,0.846153846,2016.0,Spring,102.0,Aplia
41402,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,6.0,4.0,195.0,2 to 4 days a week,30 - 40 minutes,Not too often,1.0,4.0,2.0,3.0,No,Yes,Yes,0.601045455,0.894736842,2016.0,Spring,102.0,LaunchPad
06215,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,5.0,9.0,135.0,2 to 4 days a week,20 - 30 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.715454545,0.921052632,2016.0,Spring,102.0,LaunchPad
13928,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,6.0,145.0,2 to 4 days a week,Over an hour,Always,1.0,4.0,2.0,3.0,Yes,Yes,No,0.80875,0.815789474,2016.0,Spring,102.0,LaunchPad
38537,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,8.0,160.0,5 to 7 days a week,Over an hour,Never,4.0,1.0,3.0,2.0,Yes,No,No,0.7138636359999999,0.9736842109999999,2016.0,Spring,102.0,LaunchPad
46291,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult,5.0,6.0,120.0,I don't regularly exercise,40 - 50 minutes,Not too often,2.0,1.0,4.0,3.0,Yes,Yes,Not sure,0.770454545,0.692307692,2016.0,Spring,102.0,Aplia
84269,Diablo Valley College,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Not too difficult,5.0,5.0,146.0,Once a week,20 - 30 minutes,Often,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.747727273,0.884615385,2016.0,Spring,102.0,Aplia
84662,Diablo Valley College,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,6.0,138.0,I don't regularly exercise,40 - 50 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,1.0,0.916666667,2016.0,Spring,101.0,Aplia
64280,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,7.0,152.0,I don't regularly exercise,20 - 30 minutes,Sometime,2.0,1.0,3.0,4.0,No,Yes,Not sure,0.9896363640000001,1.0,2016.0,Spring,102.0,LaunchPad
47060,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,9.0,170.0,I don't regularly exercise,Over an hour,Often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.697045455,0.815789474,2016.0,Spring,102.0,LaunchPad
55393,Diablo Valley College,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,3.0,145.0,I don't regularly exercise,30 - 40 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.736136364,0.961538462,2016.0,Spring,102.0,Aplia
71018,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not helping at all,Somewhat difficult,5.0,6.0,127.0,2 to 4 days a week,10 - 20 minutes,Always,1.0,3.0,4.0,2.0,Yes,Yes,Yes,0.871693846,0.875,2016.0,Spring,101.0,Aplia
67812,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,4.0,140.0,2 to 4 days a week,40 - 50 minutes,Sometime,3.0,2.0,1.0,4.0,Yes,Yes,No,0.770727273,0.9736842109999999,2016.0,Spring,102.0,LaunchPad
53003,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,5.0,112.0,2 to 4 days a week,30 - 40 minutes,Sometime,4.0,1.0,3.0,2.0,Yes,Yes,No,0.8293181820000001,0.923076923,2016.0,Spring,102.0,Aplia
82224,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,3.0,165.0,I don't regularly exercise,40 - 50 minutes,Sometime,3.0,4.0,2.0,1.0,Yes,Yes,Yes,0.798636364,1.0,2016.0,Spring,102.0,Aplia
52299,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,11.0,170.0,2 to 4 days a week,30 - 40 minutes,Always,3.0,2.0,1.0,4.0,Yes,Yes,No,0.7077272729999999,0.921052632,2016.0,Spring,102.0,LaunchPad
76799,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all,5.0,2.0,110.0,2 to 4 days a week,20 - 30 minutes,Often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.9926363640000001,0.9736842109999999,2016.0,Spring,102.0,LaunchPad
73733,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,10.0,150.0,2 to 4 days a week,40 - 50 minutes,Often,1.0,4.0,2.0,3.0,Yes,Yes,No,0.7388636359999999,0.947368421,2016.0,Spring,102.0,LaunchPad
28120,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,2.0,132.0,Once a week,20 - 30 minutes,Always,1.0,3.0,2.0,4.0,Yes,Yes,No,0.8175,0.7307692309999999,2016.0,Spring,102.0,Aplia
29335,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all,5.0,10.0,140.0,I don't regularly exercise,30 - 40 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.9040909090000001,0.815789474,2016.0,Spring,102.0,LaunchPad
24617,San Francisco State University,Male,Others,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,8.0,190.0,2 to 4 days a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.9075,0.947368421,2016.0,Spring,102.0,LaunchPad
83106,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,6.0,0.0,160.0,I don't regularly exercise,10 - 20 minutes,Never,4.0,3.0,1.0,2.0,Yes,Yes,No,0.741409091,0.894736842,2016.0,Spring,102.0,LaunchPad
81517,Diablo Valley College,Male,White,Local Student,Full time,Not related,Somewhat effective,Somewhat helpful,No problem at all,5.0,7.0,151.0,2 to 4 days a week,Over an hour,Never,4.0,1.0,2.0,3.0,Yes,Yes,Yes,0.7790909090000001,0.923076923,2016.0,Spring,102.0,Aplia
82331,Diablo Valley College,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,0.0,160.0,2 to 4 days a week,Over an hour,Sometime,1.0,4.0,3.0,2.0,Yes,Yes,No,0.6943181820000001,0.961538462,2016.0,Spring,102.0,Aplia
34057,Diablo Valley College,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Very difficult,5.0,1.0,117.0,I don't regularly exercise,20 - 30 minutes,Never,2.0,4.0,1.0,3.0,Yes,No,Yes,0.778313385,0.666666667,2016.0,Spring,101.0,Aplia
07551,Diablo Valley College,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,7.0,135.0,Once a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,No,No,0.856738615,0.75,2016.0,Spring,101.0,Aplia
83538,Diablo Valley College,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,6.0,0.0,160.0,2 to 4 days a week,Over an hour,Never,1.0,3.0,2.0,4.0,Yes,Yes,No,0.820454545,0.7692307690000001,2016.0,Spring,102.0,Aplia
88796,Diablo Valley College,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,10.0,165.0,2 to 4 days a week,30 - 40 minutes,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.797727273,1.0,2016.0,Spring,102.0,Aplia
66297,Diablo Valley College,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,5.0,115.0,2 to 4 days a week,30 - 40 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.8427272729999999,0.884615385,2016.0,Spring,102.0,Aplia
66383,Diablo Valley College,Male,Others,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,7.0,165.0,5 to 7 days a week,Over an hour,Often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.5875,0.653846154,2016.0,Spring,102.0,Aplia
59951,Diablo Valley College,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,11.0,180.0,2 to 4 days a week,30 - 40 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,Yes,0.917727273,0.961538462,2016.0,Spring,102.0,Aplia
36746,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,Not too difficult,5.0,4.0,127.0,2 to 4 days a week,40 - 50 minutes,Often,2.0,4.0,3.0,1.0,Yes,Yes,Yes,0.7970907690000001,0.75,2016.0,Spring,101.0,Aplia
65026,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all,5.0,3.0,112.0,2 to 4 days a week,30 - 40 minutes,Sometime,1.0,4.0,2.0,3.0,Yes,Yes,No,0.821109385,1.0,2016.0,Spring,101.0,Aplia
95188,Diablo Valley College,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,3.0,157.0,2 to 4 days a week,Over an hour,Often,4.0,3.0,1.0,2.0,Yes,Yes,No,0.826818182,0.884615385,2016.0,Spring,102.0,Aplia
71766,Diablo Valley College,Female,White,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Somewhat difficult,5.0,5.0,111.0,2 to 4 days a week,Over an hour,Always,2.0,3.0,1.0,4.0,Yes,Yes,Yes,0.787640615,0.708333333,2016.0,Spring,101.0,Aplia
